state,county_name,unemployment_rate_2010,population_total_2010,urban_population_prc,rural_population_prc,crime_per_capita,per_capita_sme_num,per_capita_large_num,avg_ann_pay_per_emp_sme,avg_ann_pay_per_emp_large,avg_ann_pay_per_emp_total,population_jail_prc,2008_dem_%_vote,2008_rep_%_vote,2008_other_%_vote,smoke_percent_2010,popul_hs_grad_prc,popul_college_grad_prc,popul_single_paren_prc,liquor_stores_per10k,police_per_1000,WhiteNonHispanicPct2010,BlackNonHispanicPct2010,AsianNonHispanicPct2010,NativeAmericanNonHispanicPct2010,HispanicPct2010,MultipleRacePct2010
AL,Autauga,8.8,54571.0,0.579978377,0.420021623,0.002620439,0.012259259,0.002565465,22667.03037,31792.20223,26856.69322,0.002913635,0.257730214,0.736136373,0.006133412,25.77,72.0,21.0,9.0,0.4,1.1727840794561215,77.25,17.58,0.86,0.4,2.4,1.59
AL,Baldwin,9.9,182265.0,0.577209009,0.422790991,0.002112309,0.020108084,0.002019038,28664.84962,29390.96748,28943.22956,0.004030066,0.238119219,0.752594794,0.009285986,22.97,67.0,26.0,9.0,0.8,1.4868460757687982,83.5,9.31,0.74,0.63,4.38,1.49
AL,Bibb,11.2,22915.0,0.316473925,0.683526075,0.002574733,0.011171722,0.00091643,27318.29733,30995.42334,32141.14833,0.002891119,0.265964831,0.724433133,0.009602036,30.11,60.0,11.0,5.0,0.5,0.52367444905084,75.02,21.92,0.1,0.28,1.77,0.89
AL,Blount,9.7,57322.0,0.10048498,0.89951502,0.000418687,0.010484631,0.001081609,26050.59382,28186.23482,26788.59008,0.00216758,0.145135369,0.840194503,0.014670128,27.89,73.0,12.0,7.0,0.0,0.8548201388646594,88.89,1.26,0.2,0.5,8.07,1.19
AL,Butler,13.4,20947.0,0.287678427,0.712321573,0.003150809,0.015563088,0.003580465,27202.56233,25225.62358,26257.3184,0.002980379,0.431352353,0.564939747,0.0037079,28.27,69.0,12.0,10.0,0.5,0.5728743972883945,54.06,43.19,0.83,0.28,0.91,0.77
AL,Calhoun,11.2,118572.0,0.663031744,0.336968256,0.004309618,0.015045711,0.002285531,27623.4168,35176.55667,31674.40665,0.00426222,0.331708704,0.65691889,0.011372406,28.61,65.0,17.0,10.0,0.6,0.4807205748406032,73.61,20.39,0.7,0.4,3.28,1.67
AL,Chambers,14.6,34215.0,0.508519655,0.491480345,0.003127283,0.014233523,0.001636709,27426.2218,32679.06482,29036.81981,0.004146719,0.45460016,0.539382188,0.006017652,29.46,64.0,10.0,9.0,0.9,1.6074820984948122,58.14,38.6,0.49,0.17,1.57,1.13
AL,Chilton,10.1,43643.0,0.132552758,0.867447242,0.004903421,0.014229086,0.00158101,24580.77879,33099.06639,27011.69331,0.004009807,0.206578577,0.784931122,0.008490301,28.93,71.0,10.0,8.0,0.7,3.826501386247508,81.1,9.56,0.29,0.31,7.84,1.16
AL,Clarke,19.5,25833.0,0.240196648,0.759803352,0.004529091,0.019238958,0.002554872,28078.7068,39955.14383,31805.53856,0.00429683,0.440193524,0.555712691,0.004093785,24.25,66.0,13.0,8.0,1.1,1.5096968993148299,53.97,43.67,0.29,0.37,1.05,0.68
AL,Clay,14.2,13932.0,0.0,1.0,0.002009762,0.011986793,0.001363767,21825.99689,33780.26534,26421.74052,0.007003302,0.258102361,0.730898959,0.01099868,30.42,62.0,9.0,8.0,0.0,2.0097616996841805,80.29,14.7,0.17,0.39,2.86,1.69
AL,Cleburne,9.8,14972.0,0.0,1.0,0.002604862,0.010219076,0.000868287,34898.19495,30568.30601,33669.07963,0.004933209,0.17991374,0.8034504,0.01663586,29.04,68.0,10.0,7.0,2.1,1.8033662837296285,93.21,3.3,0.15,0.33,2.05,1.07
AL,Coffee,8.5,49948.0,0.528049171,0.471950829,0.003623769,0.01729799,0.002042124,27174.05105,25239.59572,26399.7779,0.00292304,0.252335056,0.74120628,0.006458665,24.22,78.0,20.0,11.0,0.7,0.8608953311443902,72.34,16.53,1.26,1.21,6.37,2.5
AL,Colbert,11.3,54428.0,0.561053134,0.438946866,0.002333358,0.018538252,0.002700816,32964.20745,32478.99528,32727.64706,0.002012751,0.390572797,0.593285835,0.016141368,26.18,68.0,16.0,7.0,2.0,1.0105092966855296,79.62,15.99,0.41,0.48,2.01,1.55
AL,Covington,10.2,37765.0,0.30348206,0.69651794,0.002250761,0.018826956,0.002462598,27256.05774,31977.47265,29355.91603,0.005299616,0.205232153,0.788243491,0.006524355,29.74,69.0,14.0,9.0,1.9,0.7149477028995102,84.08,12.41,0.39,0.52,1.28,1.38
AL,Crenshaw,10.0,13906.0,0.0,1.0,0.002444988,0.01431037,0.001797785,28784.4682,35324.77341,31576.91067,0.002876456,0.308059132,0.686536322,0.005404546,27.23,65.0,12.0,10.0,0.7,0.7191140514885661,72.06,23.31,1.36,0.4,1.47,1.45
AL,Cullman,10.3,80406.0,0.267604408,0.732395592,0.001616795,0.017809616,0.001865532,30093.23107,31123.32802,30482.25044,0.003589782,0.166095454,0.818467639,0.015436907,27.61,74.0,13.0,8.0,0.0,1.6789791806581598,92.74,1.02,0.42,0.49,4.3,1.11
AL,Dale,8.7,50251.0,0.491114605,0.508885395,0.003024815,0.012736065,0.001810909,26393.8326,56450.88868,43487.3841,0.001245149,0.272774327,0.71873706,0.008488613,24.26,64.0,15.0,11.0,0.4,0.7960040596207041,71.05,19.0,1.05,0.67,5.61,2.99
AL,Dallas,16.6,43820.0,0.543610224,0.456389776,0.006230032,0.013920584,0.002350525,24341.49619,34801.14845,28656.02246,0.004101095,0.670727029,0.326011893,0.003261078,27.68,56.0,14.0,16.0,0.5,1.1410314924691922,28.93,69.18,0.33,0.18,0.71,0.68
AL,Elmore,9.0,79303.0,0.458116339,0.541883661,0.000668323,0.01105885,0.001260986,26487.691,31102.23881,28733.2946,0.003489275,0.241905872,0.751187527,0.006906601,26.86,63.0,18.0,10.0,0.4,1.1096679822957516,74.96,19.94,0.65,0.34,2.68,1.44
AL,Escambia,11.6,38319.0,0.364884261,0.635115739,0.004827892,0.015318771,0.002192124,28700.80552,34127.01467,31107.88603,0.004831024,0.353550497,0.638885103,0.0075644,28.65,63.0,11.0,12.0,0.5,1.6701897231138598,61.35,31.74,0.22,3.32,1.87,1.51
AL,Etowah,10.8,104430.0,0.625165182,0.374834818,0.004605956,0.014957388,0.002144977,28157.59113,32375.95796,30118.36749,0.007027291,0.301696582,0.683885822,0.014417596,29.12,72.0,15.0,12.0,1.0,1.4938236139040506,79.28,15.05,0.63,0.36,3.3,1.48
AL,Geneva,10.2,26790.0,0.103583427,0.896416573,0.002948862,0.014184397,0.000933184,23075.94477,37585.60794,27504.67054,0.002511758,0.183065969,0.807840782,0.009093249,28.03,65.0,9.0,8.0,0.4,1.007838745800672,84.7,9.42,0.24,0.74,3.43,1.55
AL,Greene,17.0,9045.0,0.0,1.0,0.01116639,0.010060807,0.001547816,26754.42043,31891.06145,28090.84302,0.001409619,0.830914232,0.165127238,0.00395853,25.12,44.0,12.0,16.0,1.1,3.2061912658927585,17.27,81.25,0.17,0.12,0.76,0.48
AL,Hale,14.8,15760.0,0.108312183,0.891687817,0.002030457,0.010850254,0.001015228,28485.28015,0.0,28837.55869,0.003489848,0.606525444,0.389578768,0.003895788,24.75,64.0,9.0,14.0,0.6,0.697969543147208,39.42,58.79,0.22,0.15,0.89,0.56
AL,Henry,10.8,17302.0,0.122471391,0.877528609,0.002947636,0.014738181,0.001329326,29448.31933,33727.03412,30038.75407,0.002716449,0.348982424,0.645814061,0.005203515,23.78,51.0,15.0,10.0,1.2,0.8669517974800601,67.8,28.41,0.26,0.31,2.25,1.02
AL,Houston,9.0,101547.0,0.661959487,0.338040513,0.004717028,0.02088688,0.003121707,32431.32541,35866.37047,34069.69704,0.006381282,0.292919612,0.700946448,0.00613394,24.52,63.0,20.0,11.0,0.7,0.9355273912572504,68.67,25.64,0.79,0.39,2.95,1.73
AL,Jackson,11.6,53227.0,0.229826968,0.770173032,0.001803596,0.013170008,0.001615721,26310.98266,32214.60484,29591.55894,0.003754861,0.305355945,0.67466705,0.019977005,28.36,71.0,11.0,7.0,0.8,1.5217840569635712,90.06,3.33,0.31,1.28,2.52,2.59
AL,Jefferson,10.2,658466.0,0.901662349,0.098337651,0.005912226,0.018464127,0.001808749,39765.91246,45957.7435,43295.32206,0.00234656,0.521533699,0.470674109,0.007792191,23.01,63.0,28.0,11.0,0.7,0.9947362506188626,51.67,41.84,1.38,0.22,3.87,1.1
AL,Lamar,13.0,14564.0,0.0,1.0,0.000480637,0.014007141,0.001373249,24740.90168,0.0,29344.9286,0.004051085,0.228127208,0.765936396,0.005936396,26.59,58.0,9.0,9.0,0.0,1.3732491073880801,86.12,11.23,0.03,0.16,1.24,1.26
AL,Lauderdale,10.0,92709.0,0.507048938,0.492951062,0.001542461,0.016977855,0.002189647,26964.65978,24308.64629,25771.3557,0.003018693,0.349805795,0.631639723,0.018554482,23.77,71.0,20.0,8.0,0.8,0.4746033286951644,85.46,9.91,0.73,0.35,2.25,1.41
AL,Lawrence,12.4,34339.0,0.087102129,0.912897871,0.000640671,0.010017764,0.001252221,28313.63444,51163.37611,38846.87144,0.003035907,0.351771117,0.631948229,0.016280654,27.43,73.0,9.0,9.0,0.0,1.397827543026879,76.94,11.41,0.12,5.61,1.67,4.3
AL,Lee,8.9,140247.0,0.72590501,0.27409499,0.001853872,0.013091189,0.001889523,27911.60416,28367.36313,28109.05185,0.003030368,0.395729406,0.593281178,0.010989416,21.55,68.0,31.0,11.0,0.3,1.098062703658545,69.81,22.58,2.58,0.28,3.26,1.61
AL,Limestone,9.5,82782.0,0.423908579,0.576091421,0.001075113,0.012647677,0.001703269,29313.73844,34576.36566,31699.76172,0.002595492,0.284224017,0.703347143,0.01242884,25.53,70.0,17.0,7.0,0.3,1.2321519170834239,78.65,12.5,1.1,0.59,5.55,1.77
AL,Lowndes,18.1,11299.0,0.0,1.0,0.005752721,0.009381361,0.001327551,25054.71125,68450.82681,49894.88636,0.005601381,0.748694696,0.248557296,0.002748008,25.88,47.0,12.0,15.0,0.8,3.451632887866183,25.14,73.31,0.12,0.22,0.77,0.53
AL,Macon,14.5,21452.0,0.444527317,0.555472683,0.006060041,0.007272049,0.001445087,21064.81481,32397.9287,30229.50556,0.001025545,0.868805737,0.128344213,0.002850051,25.39,58.0,23.0,13.0,0.4,1.7713966063770277,15.23,82.19,0.35,0.13,1.08,1.06
AL,Madison,8.2,334811.0,0.835584852,0.164415148,0.004653372,0.018138592,0.002087745,42160.44816,49044.50106,46047.9641,0.003007667,0.41934218,0.568774158,0.011883662,21.46,72.0,38.0,10.0,0.8,1.021471815442145,66.14,23.75,2.44,0.7,4.6,2.47
AL,Marengo,13.5,21027.0,0.306843582,0.693156418,0.003947306,0.017691539,0.003091264,26942.05393,37497.71689,31255.64037,0.003023256,0.516607096,0.480864789,0.002528114,21.62,67.0,14.0,13.0,0.9,1.141389641889,45.69,51.54,0.25,0.15,1.67,0.78
AL,Marshall,9.5,93019.0,0.46731313,0.53268687,0.002257603,0.015663467,0.001838334,28960.40322,28738.54643,28834.95635,0.003462411,0.21220527,0.775704034,0.012090695,28.4,58.0,15.0,10.0,1.3,0.7632849202851031,83.92,1.49,0.51,0.61,12.08,1.68
AL,Mobile,11.1,412992.0,0.799797575,0.200202425,0.00631005,0.015581416,0.001837808,34835.65406,39418.54286,37193.3266,0.003589924,0.452977555,0.540441176,0.006581268,26.68,60.0,19.0,13.0,0.7,1.169514179451418,59.06,34.45,1.82,0.86,2.41,1.46
AL,Monroe,17.8,23068.0,0.209554361,0.790445639,0.004898561,0.01343853,0.002817756,29157.10383,51494.42213,38841.36197,0.00249263,0.446587273,0.548791326,0.004621401,25.9,67.0,15.0,12.0,0.0,2.29755505462112,54.71,41.53,0.29,1.11,0.95,1.45
AL,Montgomery,9.9,229363.0,0.895087699,0.104912301,0.003745155,0.017443964,0.002707499,36321.65779,37456.66511,36901.31064,0.003643613,0.593509829,0.401277412,0.005212759,22.7,49.0,30.0,14.0,0.9,0.7717024977873501,38.41,54.47,2.09,0.23,3.62,1.27
AL,Morgan,10.6,119490.0,0.614026278,0.385973722,0.002251234,0.017122772,0.002719893,32087.10011,40412.44186,36349.50686,0.003914721,0.274919869,0.712555894,0.012524237,27.4,65.0,19.0,9.0,0.8,1.5482467152062933,77.48,11.77,0.56,0.78,7.66,1.98
AL,Perry,16.5,10591.0,0.0,1.0,0.0,0.010763856,0.000849778,26401.81058,0.0,26521.04592,0.002104617,0.723656438,0.27260919,0.003734372,26.5,66.0,11.0,16.0,1.9,1.6051364365971108,29.67,68.4,0.28,0.16,1.08,0.41
AL,Pickens,12.9,19746.0,0.0,1.0,0.002329586,0.012407576,0.000810291,26808.57824,30185.31469,27152.99572,0.007931733,0.456342505,0.539783451,0.003874044,26.13,68.0,11.0,12.0,0.0,1.620581383571356,55.84,41.37,0.16,0.14,1.59,1.17
AL,Pike,9.4,32899.0,0.483206176,0.516793824,0.004468221,0.016170704,0.002492477,29590.95135,34445.66047,31428.00732,0.00251649,0.421282694,0.573557865,0.005159441,23.44,58.0,20.0,16.0,1.0,0.911881820116113,57.41,36.44,1.96,0.56,2.22,1.49
AL,Randolph,13.1,22913.0,0.186575307,0.813424693,0.003055034,0.012481997,0.001833021,26256.38644,26064.99261,26182.49216,0.003098678,0.295069337,0.690966872,0.01396379,30.36,65.0,12.0,9.0,0.4,1.8766639025880505,75.42,20.09,0.24,0.37,2.83,1.14
AL,Russell,10.7,52947.0,0.645910061,0.354089939,0.004646156,0.012333088,0.001850908,26255.53078,34780.28404,30099.25605,0.005552723,0.533174729,0.460216759,0.006608512,28.43,71.0,10.0,12.0,0.2,1.7186998319073792,52.11,41.41,0.42,0.36,3.68,2.09
AL,St. Clair,10.0,83593.0,0.272032347,0.727967653,0.0013159,0.011819171,0.001411601,29072.2251,29618.69666,29291.18744,0.002453794,0.178684581,0.811106548,0.010208871,26.82,67.0,14.0,7.0,0.4,0.5861734834256457,87.26,8.49,0.61,0.3,2.05,1.34
AL,Shelby,7.0,195085.0,0.770551298,0.229448702,0.001958121,0.019335162,0.002255427,38601.5966,45031.09744,42011.61128,0.002143476,0.227541013,0.761890052,0.010568935,19.07,84.0,39.0,7.0,0.9,1.091831765640618,80.16,10.56,1.9,0.23,5.93,1.38
AL,Sumter,13.1,13763.0,0.0,1.0,0.002107099,0.012497275,0.001816464,28222.48244,29195.12195,28428.57143,0.002055511,0.74985755,0.246581197,0.003561254,23.09,75.0,14.0,14.0,1.5,1.5984887015912228,24.01,74.71,0.24,0.08,0.62,0.34
AL,Talladega,13.2,82291.0,0.441846617,0.558153383,0.002685591,0.011653765,0.001737736,29364.8703,45518.93174,37986.0753,0.003487623,0.40284762,0.588001403,0.009150976,27.23,61.0,12.0,11.0,0.6,1.2395037124351387,64.5,31.54,0.4,0.28,2.03,1.34
AL,Tallapoosa,12.9,41616.0,0.257737409,0.742262591,0.003003652,0.014585736,0.002066513,29654.1502,29737.66641,29694.11654,0.004108997,0.313966133,0.679198384,0.006835482,27.92,62.0,16.0,10.0,0.7,1.2975778546712802,69.3,26.55,0.47,0.29,2.5,0.98
AL,Tuscaloosa,9.1,194656.0,0.744919242,0.255080758,0.004310168,0.0163211,0.001849416,30746.90311,41836.3148,36307.57878,0.003292989,0.41560219,0.575387774,0.009010036,22.97,63.0,26.0,9.0,0.4,1.022316291303633,65.04,29.49,1.18,0.23,3.06,1.08
AL,Walker,12.5,67023.0,0.259120004,0.740879996,0.001566626,0.015696104,0.001924712,29542.94155,31418.28859,30266.93872,0.002746371,0.258969705,0.72323049,0.017799805,28.81,72.0,9.0,9.0,0.3,1.2085403518195246,90.4,5.8,0.28,0.35,1.95,1.24
AL,Washington,13.9,17581.0,0.0,1.0,0.003242136,0.010124566,0.001706388,41564.77039,66178.62301,56022.62443,0.003191514,0.34951567,0.644330484,0.006153846,24.59,76.0,10.0,9.0,0.0,0.7394346169159889,65.16,24.8,0.1,7.93,0.86,1.18
AL,Winston,15.7,24484.0,0.151078255,0.848921745,0.001511191,0.015806241,0.00163372,26343.52813,27907.97546,27017.41023,0.003197598,0.175157013,0.807795833,0.017047154,28.41,76.0,9.0,9.0,0.0,0.8985459892174481,94.91,0.47,0.24,0.57,2.61,1.44
AZ,Apache,16.3,71518.0,0.259389245,0.740610755,0.000922845,0.005201488,0.000517352,30220.74928,43312.02841,34175.51622,0.001384267,0.634325282,0.352444151,0.013230566,24.17,46.0,11.0,14.0,0.1,1.0626695377387512,20.37,0.22,0.26,71.81,5.75,1.99
AZ,Cochise,9.3,131346.0,0.636989326,0.363010674,0.005839538,0.013597673,0.001789168,28744.60877,39512.58848,33823.55776,0.001681513,0.388017206,0.594551413,0.017431381,24.01,67.0,20.0,9.0,0.9,1.522695780609992,58.48,3.76,1.83,0.75,32.39,4.02
AZ,Gila,12.4,53597.0,0.589380003,0.410619997,0.004272627,0.016101647,0.001791145,27963.68672,42659.63003,34050.56787,0.002556113,0.353020194,0.631128823,0.015850983,27.02,71.0,14.0,9.0,0.4,2.6680597794652687,65.86,0.36,0.48,14.21,17.89,2.0
AZ,Graham,12.8,37220.0,0.535626008,0.464373992,0.009188608,0.011472327,0.001692638,25398.23789,0.0,39114.75814,0.002936325,0.290413925,0.697593071,0.011993004,21.15,75.0,14.0,13.0,0.9,2.015045674368619,52.35,1.7,0.52,13.63,30.41,2.82
AZ,La Paz,10.2,20489.0,0.436722144,0.563277856,0.003855727,0.013373029,0.0021963,26229.05856,24781.86969,25821.13388,0.007990141,0.347442363,0.632024496,0.020533141,28.47,82.0,8.0,11.0,0.5,4.148567524037288,62.74,0.56,0.44,10.74,23.46,3.71
AZ,Maricopa,9.5,3817117.0,0.976362003,0.023637997,0.003863387,0.01662878,0.000675117,38100.53822,47861.18601,43662.16119,0.002115374,0.441159534,0.546863576,0.01197689,19.56,78.0,27.0,10.0,0.3,0.8705523042652348,58.68,4.65,3.36,1.55,29.57,3.45
AZ,Mohave,12.9,200186.0,0.770363562,0.229636438,0.001973165,0.014971077,0.001233853,26114.19054,33910.45991,29490.53231,0.001993146,0.326780564,0.655765106,0.01745433,31.04,63.0,11.0,9.0,0.5,1.25383393444097,79.61,0.86,1.01,1.89,14.77,2.74
AZ,Navajo,14.6,107449.0,0.458617577,0.541382423,0.004113579,0.013532001,0.001163343,30228.00496,36204.20168,32289.59879,0.002800026,0.435167598,0.55198324,0.012849162,22.6,69.0,14.0,12.0,0.3,1.2750234995207028,43.91,0.78,0.5,42.39,10.77,2.46
AZ,Pima,9.3,980263.0,0.924765089,0.075234911,0.004296806,0.015683546,0.001068081,31885.90198,41615.40931,36918.67203,0.001682202,0.524248401,0.463632482,0.012119117,20.1,72.0,30.0,10.0,0.3,1.4730740627770302,55.26,3.17,2.51,2.4,34.56,3.7
AZ,Pinal,10.6,375770.0,0.780953775,0.219046225,0.002230088,0.006472044,0.00077441,26226.61778,35067.41877,30944.77759,0.003094978,0.421936825,0.566545579,0.011517596,22.8,64.0,17.0,11.0,0.4,1.660590254677063,58.68,4.26,1.63,4.63,28.47,3.81
AZ,Santa Cruz,15.2,47420.0,0.731168283,0.268831717,0.001244201,0.020666385,0.002150991,29222.89907,24824.90034,27854.92179,0.00204555,0.652709915,0.339622642,0.007667443,19.57,70.0,15.0,13.0,0.7,2.0244622522142555,15.95,0.19,0.5,0.24,82.82,2.01
AZ,Yavapai,10.6,211033.0,0.668028223,0.331971777,0.003250676,0.022697872,0.001506873,27022.86683,34851.65116,30035.78595,0.002526335,0.37019308,0.614081567,0.015725353,24.93,70.0,23.0,7.0,0.3,0.7913454293878208,81.96,0.52,0.81,1.33,13.61,2.54
AR,Arkansas,17.9,19019.0,0.652926021,0.347073979,0.003733109,0.02418634,0.002891845,32305.99668,33757.46924,33010.85101,0.004469215,0.375322442,0.599742046,0.024935512,27.89,100.0,12.0,10.0,1.5,2.523791997476208,71.04,24.37,0.48,0.16,2.7,1.31
AR,Ashley,9.6,21853.0,0.483183087,0.516816913,0.003935386,0.016977074,0.002150734,28928.80524,0.0,40183.59547,0.004321146,0.34436473,0.625549641,0.030085628,27.61,76.0,10.0,10.0,0.4,1.9676932228984578,68.19,25.71,0.18,0.24,4.89,1.13
AR,Baxter,9.1,41513.0,0.341579746,0.658420254,0.000867198,0.023390263,0.001854841,32567.19023,34193.18415,30271.59489,0.00178956,0.327260898,0.64321105,0.029528052,28.32,81.0,13.0,6.0,3.2,1.2044419820297256,95.96,0.14,0.39,0.52,1.66,1.45
AR,Benton,6.4,221339.0,0.748399514,0.251600486,0.002624933,0.015984531,0.001915614,31019.96145,60934.80475,50369.24293,0.001797514,0.306692256,0.6720387,0.021269044,21.89,77.0,20.0,7.0,0.0,0.9306990634275929,76.63,1.2,2.82,1.55,15.49,2.67
AR,Boone,7.5,36903.0,0.378018047,0.621981953,0.002980787,0.019429315,0.002194944,25384.20195,36345.6275,30798.05473,0.001869767,0.286609797,0.68340442,0.029985783,26.94,86.0,13.0,7.0,0.0,1.382001463295667,95.22,0.17,0.41,0.67,1.83,1.75
AR,Bradley,10.1,11508.0,0.504084115,0.495915885,0.002693778,0.020333681,0.001477233,22507.75946,32912.10375,25127.72134,0.001303441,0.415738679,0.559762435,0.024498886,28.04,85.0,12.0,10.0,0.0,0.4344803614876608,58.01,27.52,0.22,0.13,13.17,1.35
AR,Calhoun,8.4,5368.0,0.0,1.0,0.000745156,0.013599106,0.000745156,33560.48387,0.0,33121.21212,0.003885991,0.311682454,0.659449707,0.028867839,29.84,91.0,7.0,8.0,3.6,2.0491803278688527,73.38,22.17,0.2,0.19,2.83,1.4
AR,Carroll,7.1,27446.0,0.271660716,0.728339284,0.002404722,0.022516942,0.001493842,23033.19818,26941.48936,24940.17649,0.002019602,0.394366197,0.57500709,0.030626713,26.22,87.0,14.0,8.0,2.2,0.7287036362311449,84.03,0.27,0.58,0.82,12.71,2.26
AR,Chicot,11.9,11800.0,0.45720339,0.54279661,0.00720339,0.01559322,0.001949153,31495.00832,18744.60432,25145.74377,0.000835593,0.584293395,0.40687404,0.008832565,26.51,95.0,12.0,14.0,0.8,0.6779661016949153,40.35,53.79,0.45,0.19,4.59,0.78
AR,Clark,8.1,22995.0,0.456229615,0.543770385,0.004044357,0.018569254,0.00208741,25079.39358,0.0,27740.12075,0.002068711,0.469210468,0.506707719,0.024081812,24.08,85.0,20.0,9.0,0.0,1.1306805827353774,70.35,23.34,0.52,0.37,4.03,1.5
AR,Clay,10.6,16083.0,0.411428216,0.588571784,0.002114033,0.015295654,0.001430081,42003.73692,29101.37795,26156.75511,0.003677175,0.407185629,0.550172383,0.042641989,31.59,100.0,7.0,6.0,0.0,1.4922589069203507,96.85,0.35,0.11,0.25,1.35,1.26
AR,Cleburne,8.3,25970.0,0.244782441,0.755217559,0.002117828,0.021409318,0.001578745,25321.54551,27730.31956,25848.56753,0.002502888,0.260275181,0.702240254,0.037484565,27.39,91.0,14.0,6.0,0.0,1.5017327685791297,95.86,0.26,0.2,0.49,1.99,1.41
AR,Cleveland,8.1,8689.0,0.0,1.0,0.000690528,0.008746691,0.000460352,25680.0,20833.33333,24906.72451,0.000361376,0.259914408,0.699286733,0.040798859,27.34,96.0,10.0,8.0,2.3,1.4961445505811946,85.1,12.12,0.12,0.26,1.67,0.75
AR,Columbia,9.6,24552.0,0.425138482,0.574861518,0.003991528,0.019794721,0.002688172,29086.25053,35413.22022,31450.40285,0.002804659,0.371835112,0.613203599,0.014961289,24.54,85.0,17.0,10.0,0.0,1.4255457803844902,59.24,36.68,0.7,0.25,2.17,1.04
AR,Conway,9.3,21273.0,0.294833827,0.705166173,0.003055516,0.017110892,0.001504254,28560.53019,33233.47548,30223.67672,0.002356978,0.386950111,0.576431556,0.036618334,27.49,85.0,12.0,8.0,3.9,1.6452780519907866,82.42,11.17,0.36,0.69,3.56,1.98
AR,Craighead,7.1,96443.0,0.678317763,0.321682237,0.003826094,0.019337847,0.002675155,30249.80951,33079.77337,31636.35354,0.003535767,0.364699044,0.609693878,0.025607078,24.89,90.0,21.0,9.0,0.1,1.0887259832232512,79.59,13.03,1.11,0.29,4.43,1.76
AR,Crawford,7.9,61948.0,0.480386776,0.519613224,0.003745077,0.014738167,0.001662685,26215.52522,28192.81096,27402.84711,0.001254439,0.255113968,0.715371128,0.029514904,27.8,83.0,10.0,9.0,0.0,0.9685542713243366,86.8,1.12,1.41,2.15,6.07,2.86
AR,Crittenden,10.1,50902.0,0.79112805,0.20887195,0.018447212,0.012632117,0.002652155,28556.89829,31616.1919,30245.20496,0.005312954,0.565872364,0.41906327,0.015064366,28.44,73.0,13.0,16.0,0.4,2.7110919020863617,45.24,50.99,0.59,0.24,1.99,1.09
AR,Cross,8.0,17870.0,0.432120873,0.567879127,0.00386122,0.017179631,0.00195859,26556.39876,28424.7012,27120.84738,0.002885842,0.361851332,0.616129032,0.022019635,30.34,94.0,10.0,11.0,1.1,2.0705092333519866,74.67,22.19,0.46,0.26,1.49,1.05
AR,Dallas,11.5,8116.0,0.473632331,0.526367669,0.003326762,0.022301626,0.002833908,28373.14662,29623.92427,26807.31802,0.01334278,0.443339361,0.529535865,0.027124774,30.69,92.0,10.0,9.0,3.6,3.2035485460818136,54.13,41.84,0.12,0.39,2.32,1.26
AR,Desha,10.7,13008.0,0.685808733,0.314191267,0.008686962,0.020602706,0.002152522,25494.44919,0.0,31066.53398,0.001944188,0.54916631,0.427319367,0.023514322,26.43,94.0,11.0,15.0,2.8,0.538130381303813,46.76,47.48,0.33,0.26,4.44,0.91
AR,Drew,10.4,18509.0,0.513912151,0.486087849,0.004646388,0.017829164,0.002647361,26972.68722,25373.44398,26554.66377,0.001481982,0.393040847,0.583963691,0.022995461,23.95,85.0,17.0,11.0,0.5,0.5943054730131287,68.0,27.76,0.49,0.23,2.45,1.15
AR,Faulkner,6.9,113237.0,0.612397008,0.387602992,0.002993721,0.016911434,0.001766207,27914.95832,44789.17659,35990.83808,0.001713221,0.363170548,0.615896452,0.020933,23.07,80.0,25.0,9.0,0.0,1.333486404620398,82.42,10.15,1.12,0.54,3.92,2.0
AR,Franklin,7.4,18125.0,0.173958621,0.826041379,0.002206897,0.012634483,0.001489655,26358.68393,33393.05949,29399.87753,0.001757793,0.288648649,0.681235521,0.03011583,28.68,100.0,11.0,7.0,3.3,1.0482758620689654,93.78,0.68,0.89,1.01,2.05,1.69
AR,Fulton,7.5,12245.0,0.07080441,0.92919559,0.00285831,0.012576562,0.001061658,20107.34463,28112.55411,23853.55649,0.000688444,0.389007699,0.577844311,0.03314799,29.31,91.0,10.0,6.0,0.0,1.0616578195181707,96.41,0.32,0.23,0.65,0.79,1.67
AR,Garland,8.1,96024.0,0.630967258,0.369032742,0.00594643,0.023504541,0.001989086,27896.60855,27840.61303,27875.08591,0.002259852,0.363663396,0.613577621,0.022758984,29.92,79.0,18.0,8.0,2.4,1.2705157044072315,83.96,7.86,0.72,0.55,4.81,2.31
AR,Grant,6.8,17853.0,0.249705932,0.750294068,0.001904442,0.013051028,0.001512351,27790.83665,30481.48148,29126.71347,0.004217218,0.229942588,0.739437656,0.030619756,28.72,79.0,11.0,7.0,0.0,0.9522209152523385,94.11,2.16,0.26,0.42,2.2,1.06
AR,Greene,9.4,42090.0,0.58493704,0.41506296,0.00223331,0.015846995,0.002043241,25031.89604,29812.40786,27975.64112,0.00308862,0.333602703,0.630179254,0.036218043,29.46,100.0,11.0,8.0,1.3,1.1404133998574484,95.43,0.55,0.25,0.46,2.14,1.34
AR,Hempstead,8.9,22609.0,0.442301738,0.557698262,0.00504224,0.014109425,0.00256535,22363.92962,38998.9648,30006.34115,0.003848025,0.390393251,0.581439652,0.028167098,26.66,100.0,11.0,11.0,0.4,2.2557388650537398,56.48,29.29,0.36,0.34,12.0,1.91
